id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43663664,Ray and Charles Eames kamer nabij het park,348693119,Kava,,Hoogte,51.1828,4.3944,Private room,99,2,0,,,3,234,0,
43684001,cosy get-a-way in Antwerp,100158636,Barbe,,Stuivenberg,51.22561,4.43567,Entire home/apt,,3,54,2024-03-18,1.46,1,0,0,
43685101,Apartment in a master house with free parking,52673084,Jonathan,,Amandus - Atheneum,51.22398,4.41958,Entire home/apt,,90,161,2024-12-01,3.01,2,88,30,
43694813,Artist Antwerp,349004506,B,,Amandus - Atheneum,51.2183962,4.429697,Entire home/apt,,1,15,2024-11-09,0.59,2,0,5,
43706147,Zonnige duplex met tuin!,307628520,Amal,,Hoboken - Centrum,51.17588,4.34783,Entire home/apt,59,2,7,2024-12-01,1.26,1,273,7,
43713237,Modern Studio Near Central Station - 10 Min Walk,250056804,Sam,,Borgerhout Intra Muros Zuid,51.21361,4.43302,Entire home/apt,,87,13,2024-12-19,0.22,1,138,1,
43728785,"Luxury apartment, private terrace & FREE PARKING",348209590,Patrick,,Eilandje,51.23642,4.41192,Entire home/apt,214,1,113,2025-03-04,2.61,1,305,32,
43759887,"City Penthouse, rooftop terrace, spectacular view!",349719106,Bram,,Centraal Station,51.21768,4.41987,Entire home/apt,159,1,134,2025-03-03,2.32,2,158,3,
43774378,Luxekamer Camille in authentieke meesterwoning,170326773,Maarten,,Historisch Centrum,51.22413,4.40279,Private room,75,1,98,2025-03-02,1.71,2,260,8,
43775291,Rustige kamer Liselle in authentieke meesterwoning,170326773,Maarten,,Historisch Centrum,51.22404,4.40296,Private room,66,1,92,2025-03-16,1.60,2,253,23,
43777892,Antwerp: spacious light home with park view,4100266,Kristof,,Borgerhout Extra Muros,51.20439,4.45069,Entire home/apt,104,4,13,2024-08-24,0.23,1,35,3,
43853199,Moorkensroom - with magical view,350481029,Marijke,,Borgerhout Intra Muros Zuid,51.21349,4.43414,Private room,110,2,2,2022-05-01,0.04,2,330,0,
43857463,Giant's Room - Sleeping like giants,350481029,Marijke,,Borgerhout Intra Muros Zuid,51.21348,4.43413,Private room,110,2,0,,,2,327,0,
43866735,Cosy house near the marina,272939980,Karen,,Linkeroever,51.23241,4.39041,Entire home/apt,176,2,85,2024-08-20,1.48,1,48,7,
43975047,Studio in Antwerpen City,44715953,Ellen,,Centraal Station,51.21307,4.41773,Entire home/apt,,2,132,2022-11-04,2.30,2,0,0,
43995289,spacious 2 bedroom apartment in the heart of A,13377217,Kenny,,Amandus - Atheneum,51.21876,4.42659,Entire home/apt,,2,135,2025-02-23,2.45,1,0,27,
44013933,Little Manhattan in the very Centre of Antwerp,264227234,Eyskens,,Theaterbuurt-Meir,51.21886,4.40539,Entire home/apt,82,2,109,2025-03-16,3.52,2,68,23,
44053191,Newly renovated condo in the city center,36688951,Tim,,Centraal Station,51.21659,4.41674,Entire home/apt,,3,5,2020-08-20,0.09,4,0,0,
44060750,Beautiful & cosy apartment in the heart of Antwerp,72269065,Darius,,Stadspark,51.2114,4.41049,Entire home/apt,114,14,13,2024-10-07,0.32,1,253,3,
44086802,Spacious appartment above the roofs in Antwerp,1548908,Matthias,,Borgerhout Intra Muros Noord,51.21414,4.43862,Entire home/apt,,2,71,2025-01-05,1.25,1,0,20,
44091608,"Design apartment, heart of Antwerp",170532458,Catherine,,Theaterbuurt-Meir,51.21463,4.40832,Entire home/apt,73,2,239,2025-03-18,4.54,2,193,62,
44129297,Expat apt. with great indoor terrace and location,60756836,Ann,,Nieuw - Zuid,51.20594,4.38562,Entire home/apt,86,88,1,2023-03-15,0.04,5,290,0,
44131326,Logeren in een uniek historisch pand. Locatie +AAA,252601013,Deborah,,Historisch Centrum,51.21956,4.40207,Entire home/apt,100,1,196,2025-03-03,3.44,1,331,39,
44171976,Tropical holiday room in the city center,355640832,Ben,,Zurenborg,51.20757,4.43308,Private room,70,1,269,2025-03-02,4.74,1,148,55,
44202777,Appartement met parkeerplaats aan Park Spoor Noord,349847501,Inge,,Amandus - Atheneum,51.22926,4.42115,Entire home/apt,,5,30,2021-12-14,0.55,1,0,0,
44233503,Trendy Bauhaus apartment,3488121,Jan,,Oud - Merksem,51.2393,4.4378,Entire home/apt,51,15,14,2023-12-30,0.25,1,365,0,
44236595,"☘ Japanese loft city of Antwerp, 5-star location",182678477,Sleep Inn Antwerp,,Theaterbuurt-Meir,51.2141,4.40946,Entire home/apt,119,1,249,2025-02-24,4.38,39,142,30,
44259047,Cozy Apartment near Central Station,1864458,Folker,,Amandus - Atheneum,51.21999,4.42271,Entire home/apt,,2,4,2021-09-25,0.07,1,0,0,
44286508,"Suite ""Ocean Dive"" (Triplex with roof terrace)",38724058,Anatoly,,Brederode,51.20637,4.40334,Entire home/apt,137,2,4,2024-02-25,0.11,3,62,0,
44293571,Nice place,357129063,Adama,,Stuivenberg,51.22108,4.43419,Entire home/apt,,1,2,2020-11-15,0.04,1,0,0,
44360021,Rubens' Suite,15780894,Simon,,Universiteitsbuurt,51.22167,4.40661,Private room,40,1,314,2025-03-16,5.54,10,30,86,
44365573,Beleef Antwerpen als een local inclusief 2 fietsen,11412791,Vicky,,Borgerhout Intra Muros Noord,51.22017,4.44153,Entire home/apt,60,3,72,2025-03-05,1.32,1,273,20,
44367871,Beautiful bright 2BDR apartment at best location,43247005,Rebecca,,Historisch Centrum,51.217461,4.402805,Entire home/apt,130,1,61,2025-02-23,1.26,15,351,28,
44398216,Cosy family house with nice garden,193608927,Sam,,Hoboken - Noord,51.18062,4.36735,Entire home/apt,,1,1,2020-08-23,0.02,1,0,0,
44467257,Bright apartment on prime location in Antwerp,75628060,Jelle,,Brederode,51.20478057861328,4.399436950683594,Entire home/apt,95,1,74,2025-03-19,1.36,1,95,10,
44564619,Luxury Suites Riverside Residence 4 persons,360632244,Deili,,Historisch Centrum,51.22007,4.39577,Entire home/apt,77,1,25,2024-09-20,0.45,7,61,1,
44565286,Luxury Suites Riverside Residence 2 persons,360632244,Deili,,Historisch Centrum,51.21985,4.39752,Entire home/apt,73,1,61,2024-08-22,1.09,7,86,3,
44572998,Riverside Luxury Apartment- max 4 persons,360632244,Deili,,Historisch Centrum,51.2196,4.39644,Entire home/apt,73,1,71,2025-01-23,1.27,7,74,7,
44661497,Groot app met verwarmd buitenzwembad,38638634,Andy,,Deurne Zuid West,51.20457,4.45303,Entire home/apt,200,7,13,2024-08-27,0.29,1,87,3,
44672289,Cosy House ~ hosting 7 ~ near Central Station,4396703,Son,,Amandus - Atheneum,51.22149,4.4259,Entire home/apt,,2,119,2025-03-03,2.54,1,237,28,
44805122,Lichtrijke studio in Art-nouveau buurt!,26674270,Djenna,,Oud - Berchem,51.20377,4.43509,Entire home/apt,,5,4,2021-02-08,0.08,1,0,0,
44809523,"Bright, cosy & charming studio",196292267,Gwin,,Stadspark,51.21047,4.40881,Entire home/apt,78,62,161,2024-11-24,4.73,1,158,37,
44833731,Gastensuite op centrale ligging met airco,35762040,Thijs & Kristof,,Harmonie,51.20837,4.40432,Entire home/apt,,2,127,2023-10-08,2.29,2,0,0,
44940652,Antwerpen Art Deco App met groot zonnig dakterras,67593923,Margaux,,Tentoonstellingswijk,51.19146,4.3966,Entire home/apt,,1,1,2020-10-22,0.02,1,0,0,
44989043,Magical little house near Rivierenhof in Antwerpen,21199139,Willem,,Deurne Dorp - Gallifort,51.22122,4.45856,Entire home/apt,,10,5,2022-08-25,0.09,1,0,0,
45053653,Dambrugge House: spacious house in Antwerp Center,228207262,Ann,,Amandus - Atheneum,51.22633,4.4211,Entire home/apt,222,50,0,,,6,350,0,
45063566,Cosy Room,133071104,Hotel,,Historisch Centrum,51.21866,4.39597,Private room,135,1,1,2022-09-09,0.03,2,0,0,
45095220,Small studio 1 in Antwerp Center,60756836,Ann,,Brederode,51.20252,4.39669,Entire home/apt,84,50,5,2023-10-29,0.13,5,203,0,
45111334,Luxery Suite,133071104,Hotel,,Historisch Centrum,51.21919,4.39489,Private room,310,1,0,,,2,0,0,
45170372,Flat w/ Lush View near Forrest&River + freeparking,3767005,Peter,,Linkeroever,51.23175,4.37797,Entire home/apt,,3,8,2021-09-04,0.16,1,0,0,
45284437,Modern 2BDR flat @ best location + sunny terrace!,43247005,Rebecca,,Historisch Centrum,51.2175,4.40281,Entire home/apt,114,1,71,2025-02-27,2.90,15,326,44,
45305650,Leuk appartement in de bruisende Zurenborgwijk,228526004,Nicolas,,Oud - Berchem,51.20472,4.43601,Entire home/apt,,3,27,2025-02-16,0.94,1,174,8,
45328598,Antwerpen Zuid prachtige studio,266459997,Nele,,Zuid,51.21065,4.39615,Entire home/apt,68,2,86,2025-03-16,1.57,1,252,24,
45371643,Bonjour Apartments 2,127787502,Olena,,Theaterbuurt-Meir,51.21946,4.40588,Entire home/apt,79,1,42,2025-02-23,0.76,19,316,9,
45477021,"In het groen, maar toch vlak bij de stad: BellVert",367958666,Christa,,Hoboken - Centrum,51.17902,4.34581,Entire home/apt,75,2,46,2025-03-02,0.87,2,146,17,
45477131,"in a green neighborhood, nearby Antwerp city",367958666,Christa,,Hoboken - Centrum,51.17898,4.34708,Entire home/apt,75,2,11,2024-10-16,0.20,2,145,2,
45560571,Bussines apartment Hoboken,368780735,Оксана,,Hoboken - Noord,51.177,4.36973,Entire home/apt,,6,0,,,13,0,0,
45767353,Licht en luxueus appartement bij Het Zuid,6091257,Nele,,Brederode,51.20484,4.39566,Entire home/apt,100,2,7,2023-08-08,0.16,3,348,0,
45854614,"Kapu-Kapu (very spacious, bright, & super central)",18994294,Vadim,,Theaterbuurt-Meir,51.21111,4.40349,Entire home/apt,105,3,45,2025-03-03,0.84,1,271,14,
45857571,Cozy  Apartment in Antwerp Central,23417050,Sam,,Centraal Station,51.217350006103516,4.4195051193237305,Entire home/apt,79,1,68,2024-09-30,1.50,7,316,2,
45857689,Charming  Apartment in Antwerp Central,23417050,Sam,,Centraal Station,51.21626,4.41977,Entire home/apt,81,1,68,2024-03-09,1.39,7,320,0,
45857750,Charming  Apartment in Antwerp Central,23417050,Sam,,Centraal Station,51.21689,4.41991,Entire home/apt,81,1,85,2024-12-07,1.79,7,301,3,
45858253,Beautiful Familyapartment right in Central station,23417050,Sam,,Centraal Station,51.21819,4.42004,Entire home/apt,82,1,76,2024-09-20,1.62,7,327,1,
45858301,Family Apartment right in the center of Antwerp,23417050,Sam,,Centraal Station,51.217350006103516,4.4195051193237305,Entire home/apt,95,1,42,2025-02-28,0.86,7,294,9,
45858329,Cozy Apartment right in the center of Antwerp,23417050,Sam,,Centraal Station,51.2182,4.41902,Entire home/apt,86,1,69,2024-03-17,1.47,7,324,0,
45859043,Rooftop Apartment  In the heart of Antwerp,23417050,Sam,,Centraal Station,51.21702,4.41884,Entire home/apt,108,1,72,2024-12-27,1.58,7,289,4,
45944698,Appartement op 15 minuten fietsen van het centrum.,73792087,Annouk,,Hoboken - Noord,51.18066,4.34927,Private room,,2,1,2020-11-30,0.02,1,0,0,
45999881,Hemeltje,92937655,Rudi,,Stadspark,51.209209,4.410479,Entire home/apt,78,3,51,2024-10-31,1.02,1,319,6,
46006803,Apartment with unique view on the Cathedral,372923939,Caroline,,Historisch Centrum,51.21834,4.40064,Entire home/apt,68,2,310,2025-03-17,5.91,4,262,64,
46044460,"Large,cosy and full equipped appartment",52381464,Pieter,,Borgerhout Intra Muros Zuid,51.21026,4.42788,Entire home/apt,,90,24,2023-04-10,0.46,1,69,0,
46185194,Charming 100m2 Entire Apartment -Garden city,203107475,Jianli,,Donk,51.27594,4.45527,Entire home/apt,117,2,45,2024-10-25,1.05,1,78,17,
46211525,Duplex studio in centrum Antwerpen,49188216,Anne,,Centraal Station,51.21082,4.42608,Entire home/apt,,7,32,2024-03-17,0.63,1,27,0,
46219715,Casa Plantin free Parking at the beautiful park,216924934,Hafiza Rebal,,Stadspark,51.21024,4.41877,Entire home/apt,180,1,80,2025-02-19,1.52,1,313,6,
46348035,Urban Jungle w/ King Bed near Centre w/ Netflix,148308861,Younes,,Haringrode,51.20499,4.42286,Entire home/apt,82,2,241,2025-03-17,5.19,1,113,94,
46364531,"Dé Penthouse, oase van licht en inspiratie.",6091257,Nele,,Brederode,51.20359,4.3962,Entire home/apt,159,2,42,2024-12-12,0.82,3,323,4,
46406375,Luxurious appartement with home cinema equipment,75523394,Burak,,Nieuw - Kwartier Oost,51.18297,4.43684,Entire home/apt,,1,0,,,1,0,0,
46447673,Charming Apartment with Cathedral View in Antwerp,372923939,Caroline,,Historisch Centrum,51.22045,4.40226,Entire home/apt,59,2,312,2025-03-17,5.95,4,271,61,
46468395,Cozy Central Apartment with Cathedral View,372923939,Caroline,,Historisch Centrum,51.21882,4.40218,Entire home/apt,64,2,341,2025-03-16,6.50,4,320,73,
46468536,“Charming Apartment with Cathedral View!”,372923939,Caroline,,Historisch Centrum,51.22002,4.40185,Entire home/apt,63,2,356,2025-03-08,6.79,4,336,80,
46528044,Cosy City Apartment with Terrace,85451540,Marianne,,Amandus - Atheneum,51.22298812866211,4.417316913604736,Entire home/apt,140,60,2,2024-04-26,0.17,2,233,2,
46589947,Mooie gezellige studio in Parktoren Antwerpen,118144932,Ashot,,Amandus - Atheneum,51.22921,4.41664,Entire home/apt,38,365,0,,,1,365,0,
46631642,Apartment with river view from the balcony,159803628,Alexandra,,Zuid,51.21067,4.38815,Entire home/apt,,500,0,,,1,0,0,
46633313,Ecclectic Antwerp townhouse,1718830,Sachli,,Amandus - Atheneum,51.2236,4.41852,Entire home/apt,180,4,21,2025-03-16,0.40,1,180,7,
46669399,Charming Private Studio - Nearby Central Station,377191166,Iris,,Amandus - Atheneum,51.22069,4.42326,Private room,48,10,24,2024-09-11,0.48,2,129,8,
46669531,"Clodette""s appartement in the old part of Antwerp",214067983,Clodette,,Historisch Centrum,51.22087,4.39949,Entire home/apt,85,2,152,2025-03-03,2.96,2,227,35,
46791742,Luxury Suites Historic Center,360632244,Deili,,Historisch Centrum,51.220448,4.399256,Entire home/apt,74,1,47,2025-01-19,0.90,7,55,5,
46792325,Luxury Suites Historic Center 3,360632244,Deili,,Historisch Centrum,51.21999,4.40019,Entire home/apt,83,1,3,2022-11-01,0.08,7,57,0,
46792462,Luxury Suits Historic Center 2,360632244,Deili,,Historisch Centrum,51.21969,4.39985,Entire home/apt,87,1,7,2025-01-06,0.13,7,60,1,
46815657,Sleep between art and design ... Wake up inspired!,13308003,Pieter,,Borgerhout Extra Muros,51.20691,4.45191,Entire home/apt,96,1,45,2024-12-15,0.90,3,160,8,
46849118,Wilrijk (Antwerp) : Big bedroom with bureau (32m2),232962937,Julie,,Wilrijk Centrum,51.16415,4.38794,Private room,47,2,3,2023-09-29,0.08,3,79,0,
46891676,The Riders Lodge,165436938,Ella,,Historisch Centrum,51.21841,4.3976,Entire home/apt,49,1,105,2025-02-15,2.24,96,279,35,
46893232,The Riders Lodge,317037207,Lisa,,Historisch Centrum,51.22024,4.39893,Entire home/apt,49,1,66,2025-03-08,1.34,50,279,18,
46896321,"Lovely, Quiet Space in Best Location in Antwerp",48112969,Danette,,Zuid,51.209328,4.399148,Entire home/apt,74,3,33,2023-08-14,0.66,1,233,0,
46937476,Studio in the heart of the city,377080277,Rivka,,Zuid,51.21102,4.3972,Entire home/apt,,4,2,2021-01-03,0.04,3,0,0,
47041116,Appartement Sint-Jacob,77512418,Kevin,,Universiteitsbuurt,51.22052,4.41384,Entire home/apt,102,14,32,2025-02-17,0.71,1,113,6,
47051180,100 sqm of Luxury next to Middelheim & University,380319849,Nele,,Hoogte,51.18240737915039,4.393702983856201,Entire home/apt,111,5,32,2025-01-10,0.63,1,126,4,
47067958,Nice two bedroom for 4 persons with big terrasse,377080277,Rivka,,Hoboken - Noord,51.18367,4.37526,Entire home/apt,,5,0,,,3,0,0,
47169540,Gezellige verdieping in Bohemian chic-stijl - 5P,1535806,Stefan,,Harmonie,51.20891,4.40804,Private room,,2,12,2022-10-07,0.24,2,0,0,
47187989,Studio Cuperus,24552875,Laura,,Haringrode,51.20476,4.42673,Entire home/apt,,2,6,2023-12-17,0.30,1,15,0,
47228747,Gezellige verdieping in Bohemian chic-stijl - 4P,1535806,Stefan,,Harmonie,51.2089,4.40804,Private room,,2,25,2023-01-04,0.55,2,0,0,
47237017,Studio in cohousing project nearby central station,377191166,Iris,,Amandus - Atheneum,51.21966,4.42351,Private room,44,10,1,2021-01-11,0.02,2,0,0,
47248319,Beautiful cosy apartments in the heart of Antwerp,222831298,Arne,,Historisch Centrum,51.22024917602539,4.398387908935547,Entire home/apt,70,2,328,2025-03-10,6.52,20,172,51,
47287486,Huisje in rustige steeg in hartje Antwerpen,370171821,Diane,,Sint-Andries,51.213154,4.394853,Entire home/apt,87,2,57,2025-03-03,1.25,1,6,10,
47445558,"Charming Antwerp Studio: Explore the City, Netflix",102711282,Benjamin,,Amandus - Atheneum,51.2181,4.42985,Entire home/apt,54,1,314,2025-03-06,6.20,2,112,78,
47580471,Double room at top-location with private bathroom,228912991,Lien,,Amandus - Atheneum,51.223656,4.416461,Private room,67,1,97,2025-03-03,2.16,1,220,17,
47593160,Charming ground floor with garden @ citycenter,14595748,Ellen,,Universiteitsbuurt,51.2236,4.40976,Entire home/apt,104,1,316,2025-03-05,6.72,4,153,80,
47783038,Artistic Guesthouse FRIDA - Hidden Gem in Antwerp,4715596,Caroline,,Borgerhout Intra Muros Noord,51.21462,4.43799,Entire home/apt,,2,46,2025-03-02,0.91,3,47,8,
47825291,One bedroom in a prime location for 2 person,377080277,Rivka,,Zuid,51.21034,4.3965,Entire home/apt,,4,0,,,3,0,0,
47898287,Historic Palace 2,361513412,Daily,,Historisch Centrum,51.220088958740234,4.396993160247803,Entire home/apt,73,1,126,2024-11-04,2.51,9,158,6,
48038799,New 1 bedroom apartment with a rooftop terrace,63748157,Kristýna,,Hoboken - Centrum,51.17822,4.35709,Entire home/apt,75,25,23,2024-04-30,0.47,1,139,1,
48127083,Spectacular apartment with 100% Cathedral view.,49865951,Julie,,Historisch Centrum,51.22027,4.40085,Entire home/apt,102,2,54,2025-03-03,1.40,2,91,14,
48140693,The Wonder Shore,303244728,Alessandro,,Eilandje,51.23200351947483,4.414433349737554,Entire home/apt,103,2,128,2025-02-27,4.62,1,49,41,
48193936,Antwerp´s Chic Urban Haven,182436482,Daan,,Zuid,51.21132,4.39325,Entire home/apt,78,2,97,2025-03-01,1.96,5,341,36,
48198440,Loft in Antwerp,9437912,Iona,,Borgerhout Intra Muros Noord,51.22040557861328,4.441836833953857,Entire home/apt,100,2,14,2024-11-10,0.32,1,205,11,
48217222,Beautiful appartment in the heart of Antwerp,378128596,Pieter,,Historisch Centrum,51.219097,4.397375,Entire home/apt,117,2,155,2025-02-27,3.58,1,45,37,
48227279,"Recently renovated, light apartment at great spot",70627813,Enid,,Nieuw - Kwartier Oost,51.18465,4.43955,Entire home/apt,39,30,6,2025-01-07,0.20,1,202,4,
48261827,Design appartement at top location,266540939,Katia,,Theaterbuurt-Meir,51.21348,4.40731,Entire home/apt,185,7,10,2024-12-25,0.32,1,183,2,
48278438,Beautiful apartment in the best spot of Antwerpen.,70922398,Zoe,,Zuid,51.21126,4.39827,Entire home/apt,67,1,141,2025-03-16,3.48,1,29,86,
48418527,The Main Square Residence 2,317037207,Lisa,,Historisch Centrum,51.21803,4.40007,Entire home/apt,49,1,53,2025-03-16,1.18,50,313,29,
48436742,Charming Antwerpen!,156215779,Laura,,Stadspark,51.21077,4.41005,Entire home/apt,,2,141,2023-10-15,3.15,1,0,0,
48496645,CoCo Romantic in central Antwerp - Sauna,162200669,Wout,,Zuid,51.20934,4.3992,Entire home/apt,116,2,110,2025-02-09,2.27,2,72,10,
48522200,Cozy new ground floor appartement with garden,159055599,Tinne,,Donk,51.28067,4.44356,Entire home/apt,126,20,19,2025-01-07,0.42,1,79,6,
48574432,Luxury Suites Boutique,360632244,Deili,,Historisch Centrum,51.22,4.39686,Entire home/apt,87,1,89,2025-01-23,1.88,7,72,20,
48635120,Industrial central district,182678477,Sleep Inn Antwerp,,Theaterbuurt-Meir,51.21519,4.40981,Entire home/apt,106,1,42,2025-02-24,0.86,39,337,1,
48817011,Studio de 35m2,244272948,Arass Hotel***& Business Flats,,Zurenborg,51.20933,4.42628,Entire home/apt,,1,16,2024-11-17,0.36,14,328,2,
48817272,Studio de 35m2 en plein coeur d'Anvers,244272948,Arass Hotel***& Business Flats,,Zurenborg,51.2099,4.42634,Entire home/apt,,7,1,2023-02-04,0.04,14,328,0,
48817644,Belle chambre de 35m2 au coeur d'Anvers,244272948,Arass Hotel***& Business Flats,,Borgerhout Intra Muros Zuid,51.21091,4.42812,Entire home/apt,,1,2,2024-10-31,0.20,14,278,2,
48818125,Appartement 55m2 au coeur d'Anvers,244272948,Arass Hotel***& Business Flats,,Centraal Station,51.21128,4.42687,Entire home/apt,133,1,57,2024-08-04,1.19,14,217,1,
48818312,Bel Appartement 55m2 en plein coeur d'Anvers,244272948,Arass Hotel***& Business Flats,,Centraal Station,51.21081,4.42636,Entire home/apt,,7,6,2022-07-30,0.14,14,216,0,
49046146,Unique house for 12 people at Grote Markt Antwerp,127657940,Dirk & Kristin,,Historisch Centrum,51.221531,4.402266,Entire home/apt,219,1,104,2025-03-03,2.30,2,173,27,
49133684,Beautiful city apartment with a great river view,37848810,Dominic,,Historisch Centrum,51.22568,4.40091,Entire home/apt,94,2,211,2025-03-04,4.46,1,186,42,
49156426,A tropical stay in the touristic heart of Antwerp,396494764,Christophe,,Zuid,51.21097,4.39993,Private room,121,1,42,2023-10-03,0.88,3,105,0,
49174407,Luxueuze vakantiewoning in centrum outdoor sauna,15216532,Pascal,,Universiteitsbuurt,51.21997,4.41278,Entire home/apt,143,2,163,2025-02-02,3.52,2,160,26,
49284867,Gezellig appartementje op toplocatie!,68066450,Fiona,,Theaterbuurt-Meir,51.21682,4.40801,Entire home/apt,51,2,223,2025-03-16,4.68,1,41,61,
49380967,Traditional chic high ceilings apt w Aircos/Garage,42194389,Aymeric,,Harmonie,51.20304,4.4086,Entire home/apt,127,2,123,2025-03-07,3.07,1,264,26,
49429537,Luxury Suites Central Station,361513412,Daily,,Centraal Station,51.21823,4.41976,Entire home/apt,73,1,11,2024-10-27,0.24,9,353,4,
49458243,Modern design and bright loft with view on the MAS,259360296,Isabelle,,Historisch Centrum,51.22741,4.4048,Entire home/apt,284,2,33,2022-09-18,0.74,1,183,0,
49474594,Sunny apartment with view of the zoo and station,50587003,Vincent,,Centraal Station,51.21615,4.42558,Entire home/apt,,60,9,2024-08-23,0.21,1,177,2,
49613517,"Coffee Lovers Flat, sunny & view on park",55406436,Dietrich & Sofie,,Amandus - Atheneum,51.222694396972656,4.420680999755859,Entire home/apt,,5,16,2024-11-05,0.34,3,0,4,
49666839,near the central station,376514841,Petro,,Borgerhout Intra Muros Zuid,51.21508,4.42903,Entire home/apt,,10,0,,,1,0,0,
49688892,Apartment 41,154154970,Charlotte,,Brederode,51.2056,4.39283,Entire home/apt,,2,7,2024-12-15,0.15,1,0,4,
49719653,Private room in a shared family appartement.,151274831,Mario,,Linkeroever,51.21894,4.37095,Private room,30,28,6,2022-12-14,0.13,2,154,0,
49720169,"@Opera - Central Station, Flixbus, Airport Shuttle",40764531,Svetlana,,Amandus - Atheneum,51.22024,4.41729,Entire home/apt,72,2,69,2024-02-28,1.49,1,134,0,
49743964,Charming 1BR Apartment in the Heart of Antwerp,317037207,Lisa,,Historisch Centrum,51.22441,4.40286,Entire home/apt,49,1,92,2025-02-21,1.97,50,352,31,
49744202,1BR Heartwarming Cozy Apartment in Antwerp Center,317037207,Lisa,,Historisch Centrum,51.22491,4.40256,Entire home/apt,50,1,47,2025-01-31,1.05,50,344,15,
49764921,Beautiful cozy apartments 1,165436938,Ella,,Historisch Centrum,51.2246,4.40258,Entire home/apt,,1,58,2024-11-01,1.24,96,353,2,
49833357,Lovely studio close to all the hotspots in town,13684581,Dounya,,Brederode,51.20326,4.39035,Entire home/apt,,2,185,2024-05-23,4.04,1,0,8,
49859956,Charming and Spacious Art Deco Apartment,190237561,Cedric,,Amandus - Atheneum,51.224,4.41595,Entire home/apt,,3,0,,,1,0,0,
49880080,Cosy apartment in quiet neighbourhood,57428105,Thomas,,Groenenhoek,51.20009,4.44435,Entire home/apt,,1,9,2023-11-10,0.20,1,0,0,
49895258,Luxury Suites Castel,396762228,Petra,,Centraal Station,51.21734,4.41819,Entire home/apt,88,1,22,2025-02-18,0.47,5,260,11,
49895621,Luxury Suites Castel,396762228,Petra,,Centraal Station,51.21755,4.41814,Entire home/apt,88,1,16,2025-01-10,0.59,5,329,11,
49916750,Luxury Suites Castel,396762228,Petra,,Centraal Station,51.21585,4.41798,Entire home/apt,88,1,61,2025-02-28,1.40,5,349,23,
49916918,Luxury Suites Castel,396762228,Petra,,Centraal Station,51.21722,4.41721,Entire home/apt,82,1,23,2024-12-05,0.50,5,358,4,
49917672,Luxury Suites Castel,396762228,Petra,,Centraal Station,51.21687,4.41788,Entire home/apt,82,1,62,2025-02-26,1.42,5,326,37,
49945590,Mooie studio naast de Zoo van Antwerpen,402745878,Ines,,Centraal Station,51.21581,4.42609,Entire home/apt,68,2,67,2024-05-26,1.47,1,106,7,
50019564,Peaceful studio with a city garden in the center,14367631,Michiel,,Sint-Andries,51.216209,4.399763,Entire home/apt,,2,108,2024-06-01,2.35,9,0,7,
50020894,Gerenoveerd design herenhuis aan het Zuid,149283621,Elene,,Brederode,51.2052,4.4036,Private room,59,2,7,2022-11-09,0.16,4,43,0,
50026073,Een plek om rust en plezier samen te laten stromen,334036639,Johnny,,Haringrode,51.20017,4.4206,Entire home/apt,,7,18,2023-10-21,0.40,1,0,0,
50039346,Appartement met prachtig uitzicht op Antwerpen,403598983,Luc,,Linkeroever,51.219485992213315,4.386376380920427,Entire home/apt,103,2,46,2024-12-08,1.10,2,152,11,
50147381,Cosy duplex appartment near the center of Antwerp,365492825,Fatiha,,Borgerhout Intra Muros Zuid,51.21637,4.43006,Entire home/apt,,1,115,2025-03-02,2.87,1,343,30,
50167525,An urban oasis in the touristic heart of Antwerp,396494764,Christophe,,Zuid,51.21038,4.39997,Private room,121,1,99,2025-03-19,2.17,3,94,6,
50223040,Gilliams Loft,396430536,Robin,,Theaterbuurt-Meir,51.21619,4.40546,Entire home/apt,98,20,67,2025-02-28,1.47,1,253,9,
50227786,Leuk appartement 10 min van Berchem Station,26410240,Maxime,,Oud - Berchem,51.19909,4.42124,Entire home/apt,70,5,2,2023-12-09,0.05,2,88,0,
50229009,Architect’s Loft,55909449,Evert,,Haringrode,51.2036,4.42147,Entire home/apt,333,3,1,2022-05-29,0.03,1,327,0,
50238661,Private room in charming city house & roof patio,37355048,Frederik,,Markgrave,51.20227,4.40563,Private room,,1,15,2023-07-31,0.45,1,0,0,
50254843,Antwerp Terrace Haven: 1-BR Oasis in the Centre,222831298,Arne,,Universiteitsbuurt,51.22122,4.40869,Entire home/apt,74,1,208,2025-03-06,4.62,20,77,47,
50287431,"Bright, sunny flat with spacious terrace near MAS",104480836,Marleen,,Universiteitsbuurt,51.22693,4.41185,Entire home/apt,182,2,139,2025-03-02,3.54,1,124,40,
50302608,Co-living Novem in Wilrijk,406181195,Michèlle,,Wilrijk Centrum,51.160084,4.399771,Private room,75,3,0,,,1,355,0,
50305711,Theaterstudio 1.0 Antwerp,141159863,Liselore,,Theaterbuurt-Meir,51.212906,4.408221,Entire home/apt,80,1,96,2025-03-16,2.12,3,339,38,
50323151,Saint-Pauls Residence D,165436938,Ella,,Historisch Centrum,51.22507,4.4002,Entire home/apt,49,1,71,2025-03-07,1.57,96,351,33,
